tech,year,learning_rate,scenario,Remanufacturing,Manufacturing,Stockpile
solarPV,2040,LR3_5,scenario_high_avg_high,41.068840093324674,440.0103875876924,40.0000000000001
solarPV,2025,LR3_5,scenario_high_high_min,1.0,29.94685199999993,22.50114800000007
solarPV,2030,LR3_5,scenario_high_high_min,32.34458674955646,134.59072864991901,40.00000000000008
solarPV,2035,LR3_5,scenario_high_high_min,41.0688400933249,291.6232667291266,40.00000000000008
solarPV,2040,LR3_5,scenario_high_high_min,41.0688400933249,438.81529751272933,40.00000000000008
solarPV,2025,LR3_5,scenario_high_high_avg,1.0,29.94685199999993,22.50114800000007
solarPV,2030,LR3_5,scenario_high_high_avg,32.34458674955672,134.59072864991873,39.999999999999595
solarPV,2035,LR3_5,scenario_high_high_avg,41.06884009332516,291.62326672912627,39.999999999999595
solarPV,2040,LR3_5,scenario_high_high_avg,41.06884009332516,438.81529751272893,39.999999999999595
solarPV,2025,LR3_5,scenario_high_high_high,1.0,29.94685199999993,22.50114800000007
solarPV,2030,LR3_5,scenario_high_high_high,32.344586749556285,134.59072864991916,39.99999999999999
solarPV,2035,LR3_5,scenario_high_high_high,41.068840093324724,291.6232667291267,39.99999999999999
solarPV,2040,LR3_5,scenario_high_high_high,41.068840093324724,438.81529751272944,39.99999999999999
solarPV,2025,LR4,scenario_min_min_min,5.777708677119948,9.69941982688009,37.970871495999965
solarPV,2030,LR4,scenario_min_min_min,99.99999999999989,74.29205275648029,40.0
solarPV,2035,LR4,scenario_min_min_min,195.29560904965635,137.3964977727951,47.35673735700484
solarPV,2040,LR4,scenario_min_min_min,265.5795525984458,207.9448985379211,47.35673735700484
solarPV,2025,LR4,scenario_min_min_avg,5.777708677120076,9.699419826879955,37.97087149599997
solarPV,2030,LR4,scenario_min_min_avg,100.00000000000001,74.29205275648016,40.0
solarPV,2035,LR4,scenario_min_min_avg,195.29560904965638,137.39649777279507,47.35673735700484
solarPV,2040,LR4,scenario_min_min_avg,266.87597416703346,211.60414757495192,47.35673735700484
solarPV,2025,LR4,scenario_min_min_high,5.777708677120009,9.699419826879991,37.970871496
solarPV,2030,LR4,scenario_min_min_high,100.00000000000021,74.29205275648,39.99999999999999
solarPV,2035,LR4,scenario_min_min_high,195.29560904965638,137.39649777279507,47.3567373570048
solarPV,2040,LR4,scenario_min_min_high,266.8759741670295,211.60414757493717,47.3567373570048
solarPV,2025,LR4,scenario_min_avg_min,5.777708677120057,9.699419826879966,37.97087149599998
solarPV,2030,LR4,scenario_min_avg_min,99.99999999999997,74.29205275648017,39.99999999999999
solarPV,2035,LR4,scenario_min_avg_min,195.29560904965635,137.39649777279507,47.35673735700483
solarPV,2040,LR4,scenario_min_avg_min,268.5891173134937,214.38914706578927,47.35673735700483
solarPV,2025,LR4,scenario_min_avg_avg,5.777708677120173,9.699419826879835,37.97087149599998
solarPV,2030,LR4,scenario_min_avg_avg,100.00000000000017,74.29205275648005,39.99999999999999
solarPV,2035,LR4,scenario_min_avg_avg,195.29560904965635,137.39649777279504,47.35673735700481
solarPV,2040,LR4,scenario_min_avg_avg,268.58911731349366,214.38914706578927,47.35673735700481
solarPV,2025,LR4,scenario_min_avg_high,5.777708677120025,9.69941982688,37.97087149599998
solarPV,2030,LR4,scenario_min_avg_high,100.0,74.29205275648022,39.99999999999999
solarPV,2035,LR4,scenario_min_avg_high,195.29560904965635,137.3964977727951,47.35673735700483
solarPV,2040,LR4,scenario_min_avg_high,268.5891173134936,214.38914706578936,47.35673735700483
solarPV,2025,LR4,scenario_min_high_min,5.777708677120081,9.699419826879955,37.97087149599997
solarPV,2030,LR4,scenario_min_high_min,100.0,74.29205275648015,40.0
solarPV,2035,LR4,scenario_min_high_min,195.29560904965632,137.39649777279507,47.35673735700473
solarPV,2040,LR4,scenario_min_high_min,265.68151238384974,213.76060711174313,47.35673735700473
solarPV,2025,LR4,scenario_min_high_avg,5.777708677119969,9.699419826880058,37.970871495999965
solarPV,2030,LR4,scenario_min_high_avg,99.99999999999999,74.29205275648026,40.0
solarPV,2035,LR4,scenario_min_high_avg,195.29560904965635,137.39649777279504,47.35673735700485
solarPV,2040,LR4,scenario_min_high_avg,267.25313233215593,213.7606071117433,47.35673735700485
solarPV,2025,LR4,scenario_min_high_high,5.777708677119887,9.699419826880153,37.97087149599997
solarPV,2030,LR4,scenario_min_high_high,99.99999999999986,74.29205275648035,40.0
solarPV,2035,LR4,scenario_min_high_high,195.29560904965632,137.39649777279507,47.356737357004796
solarPV,2040,LR4,scenario_min_high_high,267.25313233215627,213.76060711174324,47.356737357004796
solarPV,2025,LR4,scenario_avg_min_min,5.777708677119973,9.699419826880053,37.970871495999965
solarPV,2030,LR4,scenario_avg_min_min,100.00000000000001,75.6187877953278,40.0
solarPV,2035,LR4,scenario_avg_min_min,100.04078094791642,232.65132587453502,48.68347239585239
solarPV,2040,LR4,scenario_avg_min_min,100.04078094791642,382.6187889450755,48.68347239585239
solarPV,2025,LR4,scenario_avg_min_avg,5.77770867712011,9.69941982687989,37.970871496
solarPV,2030,LR4,scenario_avg_min_avg,100.0,75.6187877953278,40.0
solarPV,2035,LR4,scenario_avg_min_avg,100.0407809479164,232.65132587453505,48.68347239585248
solarPV,2040,LR4,scenario_avg_min_avg,100.0407809479164,382.62468459528435,48.68347239585248
solarPV,2025,LR4,scenario_avg_min_high,5.777708677119969,9.699419826880064,37.970871495999965
solarPV,2030,LR4,scenario_avg_min_high,100.0,75.61878779532756,40.0
solarPV,2035,LR4,scenario_avg_min_high,100.04078094791606,232.65132587453533,48.68347239585255
solarPV,2040,LR4,scenario_avg_min_high,100.04078094791606,382.62468459528895,48.68347239585255
solarPV,2025,LR4,scenario_avg_avg_min,5.777708677120062,9.699419826879973,37.97087149599997
solarPV,2030,LR4,scenario_avg_avg_min,100.0,75.61878779532783,40.0
solarPV,2035,LR4,scenario_avg_avg_min,100.04078094791606,232.65132587453536,48.68347239585238
solarPV,2040,LR4,scenario_avg_avg_min,100.04078094791606,383.6490416950927,48.68347239585238
solarPV,2025,LR4,scenario_avg_avg_avg,5.777708677119984,9.699419826880018,37.970871496
solarPV,2030,LR4,scenario_avg_avg_avg,100.0,75.61878779532731,40.0
solarPV,2035,LR4,scenario_avg_avg_avg,100.04078094791599,232.65132587453527,48.6834723958524
solarPV,2040,LR4,scenario_avg_avg_avg,100.04078094791599,382.1620675162481,48.6834723958524
solarPV,2025,LR4,scenario_avg_avg_high,5.777708677119985,9.699419826880115,37.9708714959999
solarPV,2030,LR4,scenario_avg_avg_high,100.0,75.61878779532779,39.999999999999936
solarPV,2035,LR4,scenario_avg_avg_high,100.04078094791599,232.6513258745354,48.68347239585241
solarPV,2040,LR4,scenario_avg_avg_high,100.04078094791599,383.8169138476175,48.68347239585241
solarPV,2025,LR4,scenario_avg_high_min,5.777708677120073,9.699419826879614,37.97087149600032
solarPV,2030,LR4,scenario_avg_high_min,100.00000000000001,75.6187877953278,40.00000000000001
